symbol,factor,regime,beta_high,beta_low,diff,t_diff,n_high,n_low
RUSHA,copper,Rates,0.0894,-0.1138,0.2032,1.4237,172,156
RUSHA,copper,Bull-Bear,0.0336,-0.0177,0.0514,0.7048,2330,587
RUSHA,credit_hy_spread,VIX,0.3166,0.3297,-0.0131,-0.0720,866,1482
RUSHA,credit_hy_spread,Rates,0.1416,0.8658,-0.7242,-1.9333,254,250
RUSHA,credit_hy_spread,Bull-Bear,0.1601,0.0982,0.0619,0.4380,2877,1033
RUSHA,energy_oil,VIX,0.0596,0.0447,0.0149,0.3141,826,1408
RUSHA,energy_oil,Rates,0.0298,-0.0291,0.0589,0.5483,247,247
RUSHA,energy_oil,Bull-Bear,0.0599,0.0192,0.0407,1.0073,2757,1010
RUSHA,gold,VIX,-0.0630,-0.0236,-0.0393,-0.4124,866,1983
RUSHA,gold,Rates,-0.1456,0.0250,-0.1706,-0.8477,264,264
RUSHA,gold,Bull-Bear,0.0487,-0.1225,0.1713,2.1523,3147,1116
RUSHA,inflation,VIX,0.3963,0.0703,0.3259,0.9100,866,1983
RUSHA,inflation,Rates,-0.5408,1.2574,-1.7982,-2.7882,264,264
RUSHA,inflation,Bull-Bear,0.5449,0.1169,0.4280,1.4551,3147,1116
RUSHA,natural_gas,VIX,0.0327,-0.0135,0.0462,1.1081,866,1477
RUSHA,natural_gas,Rates,0.0458,0.0748,-0.0290,-0.3442,254,250
RUSHA,natural_gas,Bull-Bear,-0.0052,-0.0276,0.0224,0.6686,2874,1033
RUSHA,rates,VIX,-0.0904,-0.0427,-0.0476,-0.1821,866,1983
RUSHA,rates,Rates,1.7859,2.9530,-1.1671,-1.2905,264,264
RUSHA,rates,Bull-Bear,-0.1842,0.0957,-0.2799,-1.2689,3147,1116
RUSHA,rates_30y,VIX,-0.1089,-0.0400,-0.0689,-0.5723,866,1983
RUSHA,rates_30y,Rates,0.4969,0.8264,-0.3295,-0.9222,264,264
RUSHA,rates_30y,Bull-Bear,-0.1008,0.0342,-0.1351,-1.3163,3147,1116
RUSHA,usd_strength,VIX,-0.1453,0.2352,-0.3805,-1.8174,866,1501
RUSHA,usd_strength,Rates,0.4675,-0.8078,1.2753,3.1496,254,250
RUSHA,usd_strength,Bull-Bear,-0.1051,0.1883,-0.2934,-1.6195,2880,1037
RUSHA,volatility,VIX,0.1550,-0.0872,0.2422,12.3170,866,1983
RUSHA,volatility,Rates,0.0757,0.0538,0.0218,0.5335,264,264
RUSHA,volatility,Bull-Bear,-0.0721,0.1881,-0.2602,-14.4471,3147,1116
RUSHA,momentum,VIX,-0.8077,-0.6171,-0.1907,-0.8029,377,1322
RUSHA,momentum,Rates,-0.7931,-0.5414,-0.2517,-0.5785,169,150
RUSHA,momentum,Bull-Bear,-0.5051,-0.2209,-0.2842,-1.3520,2080,531
RUSHA,quality,VIX,-0.5161,-0.1201,-0.3960,-0.6421,377,1284
RUSHA,quality,Rates,-1.6243,-1.4883,-0.1360,-0.1332,162,147
RUSHA,quality,Bull-Bear,0.1559,-0.7711,0.9270,1.8668,2023,531
RUSHA,value,VIX,1.9666,1.6762,0.2904,0.9445,397,1406
RUSHA,value,Rates,2.3458,1.0545,1.2912,2.1754,171,155
RUSHA,value,Bull-Bear,1.5721,1.1588,0.4133,1.4940,2303,585
RUSHA,biotech,VIX,-0.4204,0.1089,-0.5293,-3.9290,377,1284
RUSHA,biotech,Rates,0.0539,-0.1828,0.2367,0.9268,162,147
RUSHA,biotech,Bull-Bear,-0.0140,-0.0270,0.0130,0.1290,2023,531
RUSHA,defense,VIX,0.4091,0.0402,0.3688,2.4168,377,1284
RUSHA,defense,Rates,0.0546,0.2138,-0.1592,-0.4853,162,147
RUSHA,defense,Bull-Bear,0.1523,0.1721,-0.0198,-0.1523,2023,531
RUSHA,growth,VIX,0.3588,0.7713,-0.4125,-0.6047,377,1284
RUSHA,growth,Rates,2.1274,0.9911,1.1363,0.9376,162,147
RUSHA,growth,Bull-Bear,-0.2035,1.1433,-1.3468,-2.4148,2023,531
RUSHA,lithium,VIX,-0.0368,0.1601,-0.1969,-1.9115,377,1284
RUSHA,lithium,Rates,-0.2244,-0.1561,-0.0682,-0.3479,162,147
RUSHA,lithium,Bull-Bear,0.0854,0.0448,0.0406,0.4101,2023,531
RUSHA,semiconductors,VIX,0.0676,0.1892,-0.1216,-0.8999,377,1284
RUSHA,semiconductors,Rates,0.2390,0.4088,-0.1698,-0.7037,162,147
RUSHA,semiconductors,Bull-Bear,0.2182,0.1454,0.0728,0.6963,2023,531
RUSHA,uranium,VIX,-0.1708,0.0749,-0.2456,-2.7081,377,1284
RUSHA,uranium,Rates,-0.0166,-0.1489,0.1324,0.9336,162,147
RUSHA,uranium,Bull-Bear,0.0499,-0.0618,0.1117,1.5125,2023,531
RUSHA,xl_consumer_defensive,VIX,-0.1984,-0.4855,0.2871,1.3967,377,1284
RUSHA,xl_consumer_defensive,Rates,-0.2093,-0.5869,0.3776,0.9730,162,147
RUSHA,xl_consumer_defensive,Bull-Bear,-0.5316,-0.3569,-0.1747,-1.0408,2023,531
RUSHA,xl_financials,VIX,0.5217,-0.0522,0.5739,2.0964,377,1284
RUSHA,xl_financials,Rates,0.1032,0.3654,-0.2622,-0.4978,162,147
RUSHA,xl_financials,Bull-Bear,0.1482,0.2204,-0.0722,-0.3153,2023,531
RUSHA,xl_healthcare,VIX,-0.6702,-0.3488,-0.3213,-1.3976,377,1284
RUSHA,xl_healthcare,Rates,-0.6597,-0.6417,-0.0180,-0.0423,162,147
RUSHA,xl_healthcare,Bull-Bear,-0.5434,-0.4956,-0.0478,-0.2672,2023,531
RUSHA,xl_industrials,VIX,0.7085,0.8625,-0.1541,-0.5203,377,1284
RUSHA,xl_industrials,Rates,0.5795,-0.2866,0.8661,1.3325,162,147
RUSHA,xl_industrials,Bull-Bear,0.9225,0.7342,0.1883,0.7832,2023,531
RUSHA,xl_real_estate,VIX,-0.0595,-0.1896,0.1301,0.7451,361,929
RUSHA,xl_real_estate,Rates,-0.2576,0.2978,-0.5554,-1.8564,139,128
RUSHA,xl_real_estate,Bull-Bear,-0.2295,-0.2182,-0.0113,-0.0792,1713,483
RUSHA,xl_utilities,VIX,0.1108,-0.3696,0.4804,3.2749,377,1284
RUSHA,xl_utilities,Rates,-0.1490,0.1033,-0.2523,-0.9756,162,147
RUSHA,xl_utilities,Bull-Bear,-0.4055,-0.1411,-0.2643,-2.1764,2023,531
RUSHA,china_a_shares,VIX,-0.1515,0.0428,-0.1943,-1.5033,361,929
RUSHA,china_a_shares,Rates,0.0685,-0.0296,0.0981,0.3864,139,128
RUSHA,china_a_shares,Bull-Bear,-0.0251,0.0595,-0.0846,-0.8870,1713,483
RUSHA,china_exposure,VIX,-0.1177,0.0732,-0.1909,-1.6990,361,929
RUSHA,china_exposure,Rates,-0.1259,-0.1001,-0.0258,-0.1241,139,128
RUSHA,china_exposure,Bull-Bear,-0.0483,-0.0173,-0.0310,-0.3387,1713,483
RUSHB,market_beta,VIX,1.1658,1.3431,-0.1774,-2.0628,866,1983
RUSHB,market_beta,Rates,1.1595,1.0377,0.1218,0.9801,264,264
RUSHB,market_beta,Bull-Bear,1.3106,1.1087,0.2019,3.2418,3147,1116
RUSHB,copper,VIX,0.0297,-0.0024,0.0321,0.2760,401,1429
RUSHB,copper,Rates,0.0423,-0.0981,0.1404,0.7996,172,156
RUSHB,copper,Bull-Bear,0.0179,0.0428,-0.0249,-0.2809,2330,587
RUSHB,credit_hy_spread,VIX,0.3321,0.2921,0.0399,0.2043,866,1482
RUSHB,credit_hy_spread,Rates,0.2260,0.9828,-0.7568,-1.8630,254,250
RUSHB,credit_hy_spread,Bull-Bear,0.1068,0.1674,-0.0607,-0.3948,2877,1033
RUSHB,energy_oil,VIX,0.0779,0.0404,0.0376,0.7290,826,1408
RUSHB,energy_oil,Rates,0.1312,0.0607,0.0705,0.5968,247,247
RUSHB,energy_oil,Bull-Bear,0.0576,0.0386,0.0189,0.4302,2757,1010
RUSHB,gold,VIX,-0.0167,-0.0196,0.0029,0.0277,866,1983
RUSHB,gold,Rates,-0.1058,0.0917,-0.1975,-0.9133,264,264
RUSHB,gold,Bull-Bear,0.0450,-0.0756,0.1206,1.4085,3147,1116
RUSHB,inflation,VIX,0.3770,-0.2101,0.5870,1.5285,866,1983
RUSHB,inflation,Rates,-0.4116,1.5231,-1.9346,-2.7770,264,264
RUSHB,inflation,Bull-Bear,0.4441,0.1375,0.3066,0.9662,3147,1116
RUSHB,natural_gas,VIX,0.0406,-0.0215,0.0620,1.3674,866,1477
RUSHB,natural_gas,Rates,0.0600,0.0520,0.0080,0.0879,254,250
RUSHB,natural_gas,Bull-Bear,-0.0056,-0.0285,0.0229,0.6331,2874,1033
RUSHB,rates,VIX,0.2121,0.0995,0.1126,0.3975,866,1983
RUSHB,rates,Rates,1.9869,2.9746,-0.9876,-0.9897,264,264
RUSHB,rates,Bull-Bear,-0.0229,0.2691,-0.2920,-1.2318,3147,1116
RUSHB,rates_30y,VIX,0.0596,0.0350,0.0246,0.1887,866,1983
RUSHB,rates_30y,Rates,0.9460,0.7991,0.1469,0.3855,264,264
RUSHB,rates_30y,Bull-Bear,-0.0194,0.1429,-0.1623,-1.4718,3147,1116
RUSHB,usd_strength,VIX,-0.0812,0.2283,-0.3094,-1.3600,866,1501
RUSHB,usd_strength,Rates,0.2639,-0.5169,0.7808,1.7458,254,250
RUSHB,usd_strength,Bull-Bear,-0.0714,0.2305,-0.3019,-1.5385,2880,1037
RUSHB,volatility,VIX,0.1560,-0.0838,0.2397,11.2105,866,1983
RUSHB,volatility,Rates,0.1004,0.0174,0.0829,1.8518,264,264
RUSHB,volatility,Bull-Bear,-0.0689,0.1898,-0.2587,-13.2831,3147,1116
RUSHB,momentum,VIX,-0.8089,-0.4779,-0.3310,-1.1314,377,1322
RUSHB,momentum,Rates,-0.4615,-0.5320,0.0706,0.1268,169,150
RUSHB,momentum,Bull-Bear,-0.4451,-0.1544,-0.2908,-1.1460,2080,531
RUSHB,quality,VIX,-0.5324,0.1951,-0.7275,-0.9463,377,1284
RUSHB,quality,Rates,-2.7185,-1.7866,-0.9319,-0.7247,162,147
RUSHB,quality,Bull-Bear,0.4471,-0.9529,1.4000,2.3454,2023,531
RUSHB,value,VIX,2.5812,1.8464,0.7348,1.9683,397,1406
RUSHB,value,Rates,3.5356,1.2209,2.3147,3.1507,171,155
RUSHB,value,Bull-Bear,1.7621,1.5988,0.1632,0.4907,2303,585
RUSHB,biotech,VIX,-0.4924,0.1356,-0.6279,-3.7026,377,1284
RUSHB,biotech,Rates,-0.0349,-0.2027,0.1677,0.5212,162,147
RUSHB,biotech,Bull-Bear,0.0073,-0.0585,0.0658,0.5418,2023,531
RUSHB,defense,VIX,0.6675,-0.0255,0.6930,3.7314,377,1284
RUSHB,defense,Rates,0.4516,0.1062,0.3453,0.8347,162,147
RUSHB,defense,Bull-Bear,0.2054,0.3650,-0.1596,-1.0284,2023,531
RUSHB,growth,VIX,1.3098,1.1376,0.1722,0.2056,377,1284
RUSHB,growth,Rates,3.7187,2.7288,0.9899,0.6541,162,147
RUSHB,growth,Bull-Bear,0.1525,1.9003,-1.7478,-2.6245,2023,531
RUSHB,lithium,VIX,0.0350,0.2029,-0.1679,-1.3143,377,1284
RUSHB,lithium,Rates,-0.2668,-0.1319,-0.1349,-0.5438,162,147
RUSHB,lithium,Bull-Bear,0.1018,0.1336,-0.0317,-0.2649,2023,531
RUSHB,semiconductors,VIX,0.2754,0.2145,0.0609,0.3628,377,1284
RUSHB,semiconductors,Rates,0.5607,0.5006,0.0601,0.1972,162,147
RUSHB,semiconductors,Bull-Bear,0.2202,0.2942,-0.0741,-0.5903,2023,531
RUSHB,uranium,VIX,-0.1385,0.0714,-0.2099,-1.8309,377,1284
RUSHB,uranium,Rates,0.0421,-0.1289,0.1710,0.9523,162,147
RUSHB,uranium,Bull-Bear,0.0441,-0.0203,0.0644,0.7199,2023,531
RUSHB,xl_consumer_defensive,VIX,-0.5963,-0.4463,-0.1500,-0.5962,377,1284
RUSHB,xl_consumer_defensive,Rates,-0.5175,-0.9594,0.4419,0.9095,162,147
RUSHB,xl_consumer_defensive,Bull-Bear,-0.6551,-0.6294,-0.0257,-0.1286,2023,531
RUSHB,xl_financials,VIX,0.8542,-0.1616,1.0158,3.0069,377,1284
RUSHB,xl_financials,Rates,0.4095,0.5674,-0.1579,-0.2384,162,147
RUSHB,xl_financials,Bull-Bear,0.2095,0.4272,-0.2178,-0.7935,2023,531
RUSHB,xl_healthcare,VIX,-0.9387,-0.3768,-0.5619,-1.9673,377,1284
RUSHB,xl_healthcare,Rates,-0.7135,-0.8213,0.1078,0.1994,162,147
RUSHB,xl_healthcare,Bull-Bear,-0.6035,-0.6085,0.0050,0.0232,2023,531
RUSHB,xl_industrials,VIX,0.9216,0.7536,0.1680,0.4559,377,1284
RUSHB,xl_industrials,Rates,1.3689,-0.7994,2.1683,2.6590,162,147
RUSHB,xl_industrials,Bull-Bear,0.9582,0.7686,0.1896,0.6546,2023,531
RUSHB,xl_real_estate,VIX,0.0157,-0.0842,0.0999,0.4614,361,929
RUSHB,xl_real_estate,Rates,-0.3170,0.4953,-0.8123,-2.1009,139,128
RUSHB,xl_real_estate,Bull-Bear,-0.2205,-0.1049,-0.1156,-0.6722,1713,483
RUSHB,xl_utilities,VIX,0.0201,-0.3185,0.3387,1.8597,377,1284
RUSHB,xl_utilities,Rates,-0.2481,0.0397,-0.2878,-0.8853,162,147
RUSHB,xl_utilities,Bull-Bear,-0.4314,-0.1549,-0.2765,-1.8966,2023,531
RUSHB,china_a_shares,VIX,-0.0982,-0.0107,-0.0875,-0.5396,361,929
RUSHB,china_a_shares,Rates,0.1266,0.2067,-0.0801,-0.2461,139,128
RUSHB,china_a_shares,Bull-Bear,-0.0504,0.1464,-0.1968,-1.7023,1713,483
RUSHB,china_exposure,VIX,-0.1155,0.0394,-0.1548,-1.1139,361,929
RUSHB,china_exposure,Rates,-0.1828,0.0291,-0.2118,-0.7957,139,128
RUSHB,china_exposure,Bull-Bear,-0.0901,0.0021,-0.0922,-0.8342,1713,483
RVLV,market_beta,VIX,1.3942,1.5997,-0.2055,-0.5780,332,360
RVLV,market_beta,Rates,1.9140,1.2878,0.6263,2.2464,124,119
RVLV,market_beta,Bull-Bear,1.7539,1.5259,0.2280,1.4036,1128,326
RVLV,copper,VIX,-0.3113,0.1565,-0.4678,-1.9056,332,360
RVLV,copper,Rates,-0.7310,-0.1057,-0.6253,-1.5063,124,119
RVLV,copper,Bull-Bear,-0.0438,-0.1844,0.1406,0.7544,1128,326
RVLV,credit_hy_spread,VIX,0.0276,-1.3428,1.3703,1.9922,332,360
RVLV,credit_hy_spread,Rates,-1.0404,0.4766,-1.5170,-0.9494,124,119
RVLV,credit_hy_spread,Bull-Bear,-1.2243,-0.2418,-0.9826,-1.9609,1128,326
RVLV,energy_oil,VIX,0.0244,-0.0195,0.0439,0.3416,332,360
RVLV,energy_oil,Rates,-0.2150,-0.2247,0.0097,0.0402,124,119
RVLV,energy_oil,Bull-Bear,-0.0390,-0.0399,0.0009,0.0094,1128,326
RVLV,gold,VIX,-0.4486,0.1809,-0.6295,-1.8917,332,360
RVLV,gold,Rates,-0.5750,-0.4448,-0.1302,-0.2351,124,119
RVLV,gold,Bull-Bear,-0.1122,-0.3248,0.2126,0.8188,1128,326
RVLV,inflation,VIX,-0.3718,-1.8783,1.5065,1.3134,332,360
RVLV,inflation,Rates,-2.0223,-1.8112,-0.2110,-0.1419,124,119
RVLV,inflation,Bull-Bear,-0.4472,-0.9255,0.4783,0.6269,1128,326
RVLV,natural_gas,VIX,0.0062,0.0649,-0.0587,-0.6290,332,360
RVLV,natural_gas,Rates,0.0230,-0.0059,0.0289,0.1857,124,119
RVLV,natural_gas,Bull-Bear,-0.0088,-0.0912,0.0823,1.0783,1128,326
RVLV,rates,VIX,0.7696,1.0961,-0.3264,-0.4842,332,360
RVLV,rates,Rates,2.1239,1.9957,0.1282,0.0628,124,119
RVLV,rates,Bull-Bear,0.8520,1.1442,-0.2922,-0.5674,1128,326
RVLV,rates_30y,VIX,0.2893,0.5464,-0.2571,-0.8461,332,360
RVLV,rates_30y,Rates,0.8257,0.4511,0.3745,0.5253,124,119
RVLV,rates_30y,Bull-Bear,0.3180,0.5092,-0.1912,-0.8343,1128,326
RVLV,usd_strength,VIX,1.3920,-0.4599,1.8519,3.1632,332,360
RVLV,usd_strength,Rates,1.6385,0.5443,1.0942,1.0002,124,119
RVLV,usd_strength,Bull-Bear,-0.1429,1.1208,-1.2636,-2.5910,1128,326
RVLV,volatility,VIX,0.1180,-0.0354,0.1533,2.3873,332,360
RVLV,volatility,Rates,0.0425,0.1527,-0.1102,-1.2210,124,119
RVLV,volatility,Bull-Bear,-0.1105,0.2622,-0.3727,-7.6590,1128,326
RVLV,momentum,VIX,-0.2968,-0.4744,0.1776,0.3225,332,360
RVLV,momentum,Rates,-1.1075,-1.0564,-0.0511,-0.0550,124,119
RVLV,momentum,Bull-Bear,-0.2909,0.0332,-0.3241,-0.7087,1128,326
RVLV,quality,VIX,0.5759,-0.4875,1.0633,0.7200,332,360
RVLV,quality,Rates,-4.4049,1.4923,-5.8972,-2.6466,124,119
RVLV,quality,Bull-Bear,0.6650,1.5600,-0.8950,-0.8030,1128,326
RVLV,value,VIX,1.0573,1.8810,-0.8237,-1.1878,332,360
RVLV,value,Rates,2.5814,-0.4963,3.0777,2.4060,124,119
RVLV,value,Bull-Bear,0.9542,-0.5230,1.4772,2.4806,1128,326
RVLV,biotech,VIX,-0.3576,0.5904,-0.9480,-2.8338,332,360
RVLV,biotech,Rates,-0.3314,-0.6683,0.3369,0.5271,124,119
RVLV,biotech,Bull-Bear,0.0215,0.0912,-0.0697,-0.2591,1128,326
RVLV,defense,VIX,0.4372,-0.4822,0.9194,2.6341,332,360
RVLV,defense,Rates,0.1432,-0.6304,0.7736,1.1273,124,119
RVLV,defense,Bull-Bear,0.0426,0.2394,-0.1968,-0.6928,1128,326
RVLV,growth,VIX,2.1555,4.9853,-2.8298,-1.6858,332,360
RVLV,growth,Rates,5.5286,2.2803,3.2484,1.3052,124,119
RVLV,growth,Bull-Bear,4.2788,3.9054,0.3733,0.3063,1128,326
RVLV,lithium,VIX,0.1384,0.5617,-0.4233,-1.9466,332,360
RVLV,lithium,Rates,-0.4601,-0.0045,-0.4556,-1.0895,124,119
RVLV,lithium,Bull-Bear,0.2898,0.1624,0.1274,0.6171,1128,326
RVLV,semiconductors,VIX,-0.0759,0.3021,-0.3780,-1.2696,332,360
RVLV,semiconductors,Rates,0.7609,0.3544,0.4064,0.7750,124,119
RVLV,semiconductors,Bull-Bear,0.4600,0.2717,0.1883,0.7676,1128,326
RVLV,uranium,VIX,0.1199,-0.1191,0.2390,1.1943,332,360
RVLV,uranium,Rates,0.4328,-0.1494,0.5822,1.8049,124,119
RVLV,uranium,Bull-Bear,0.1140,0.1897,-0.0757,-0.4769,1128,326
RVLV,xl_consumer_defensive,VIX,-0.5364,-1.0938,0.5574,1.1101,332,360
RVLV,xl_consumer_defensive,Rates,-1.4371,-0.8446,-0.5924,-0.7222,124,119
RVLV,xl_consumer_defensive,Bull-Bear,-1.5765,-0.8084,-0.7681,-2.0511,1128,326
RVLV,xl_financials,VIX,0.5303,-1.1051,1.6354,2.4017,332,360
RVLV,xl_financials,Rates,1.2553,-0.3931,1.6484,1.4405,124,119
RVLV,xl_financials,Bull-Bear,-0.0286,0.3129,-0.3415,-0.6442,1128,326
RVLV,xl_healthcare,VIX,-1.4790,-0.7863,-0.6927,-1.2914,332,360
RVLV,xl_healthcare,Rates,-2.5043,-1.9275,-0.5768,-0.6393,124,119
RVLV,xl_healthcare,Bull-Bear,-1.1719,-1.6619,0.4900,1.1958,1128,326
RVLV,xl_industrials,VIX,0.2354,0.1497,0.0857,0.1230,332,360
RVLV,xl_industrials,Rates,0.8471,-0.6552,1.5023,1.1056,124,119
RVLV,xl_industrials,Bull-Bear,0.4591,0.0789,0.3802,0.6582,1128,326
RVLV,xl_real_estate,VIX,-0.0500,0.4841,-0.5341,-1.3281,332,360
RVLV,xl_real_estate,Rates,-1.5851,1.0798,-2.6650,-4.3683,124,119
RVLV,xl_real_estate,Bull-Bear,-0.2977,0.0736,-0.3714,-1.1418,1128,326
RVLV,xl_utilities,VIX,0.0848,-0.4867,0.5714,1.5405,332,360
RVLV,xl_utilities,Rates,-0.5710,0.5800,-1.1510,-2.0118,124,119
RVLV,xl_utilities,Bull-Bear,-0.6003,-0.2222,-0.3781,-1.3520,1128,326
RVLV,china_a_shares,VIX,-0.2665,-0.1436,-0.1229,-0.4160,332,360
RVLV,china_a_shares,Rates,-0.1501,0.3530,-0.5031,-0.9551,124,119
RVLV,china_a_shares,Bull-Bear,-0.1799,-0.1234,-0.0565,-0.2280,1128,326
RVLV,china_exposure,VIX,-0.1166,-0.0456,-0.0710,-0.3048,332,360
RVLV,china_exposure,Rates,-0.3493,0.1689,-0.5181,-1.2630,124,119
RVLV,china_exposure,Bull-Bear,-0.0843,0.0305,-0.1148,-0.6276,1128,326
RVMD,market_beta,VIX,1.0739,1.2058,-0.1319,-0.4224,332,258
RVMD,market_beta,Rates,1.1318,1.3593,-0.2275,-0.7776,120,116
RVMD,market_beta,Bull-Bear,1.1196,1.1320,-0.0125,-0.0697,994,321
RVMD,copper,VIX,-0.1474,-0.0567,-0.0907,-0.4122,332,258
RVMD,copper,Rates,-0.6506,0.1122,-0.7628,-1.8928,120,116
RVMD,copper,Bull-Bear,0.0020,-0.1336,0.1356,0.6699,994,321
RVMD,credit_hy_spread,VIX,-0.5566,-1.3956,0.8390,1.3551,332,258
RVMD,credit_hy_spread,Rates,-1.3914,0.2872,-1.6786,-1.1008,120,116
RVMD,credit_hy_spread,Bull-Bear,-0.8227,-0.7463,-0.0764,-0.1451,994,321
RVMD,energy_oil,VIX,0.0335,-0.3535,0.3870,3.0436,332,258
RVMD,energy_oil,Rates,-0.0851,0.1600,-0.2452,-1.0510,120,116
RVMD,energy_oil,Bull-Bear,-0.1241,0.0295,-0.1536,-1.5791,994,321
RVMD,gold,VIX,0.2601,0.2611,-0.0010,-0.0032,332,258
RVMD,gold,Rates,0.3401,0.5165,-0.1764,-0.3292,120,116
RVMD,gold,Bull-Bear,0.1877,0.3769,-0.1893,-0.6734,994,321
RVMD,inflation,VIX,0.7568,-2.3452,3.1019,3.0311,332,258
RVMD,inflation,Rates,-0.9146,1.8480,-2.7626,-1.9211,120,116
RVMD,inflation,Bull-Bear,-0.9998,0.6308,-1.6306,-2.0755,994,321
RVMD,natural_gas,VIX,0.0130,-0.0159,0.0289,0.3473,332,258
RVMD,natural_gas,Rates,-0.0684,0.0770,-0.1454,-0.9669,120,116
RVMD,natural_gas,Bull-Bear,-0.0438,0.0446,-0.0884,-1.0640,994,321
RVMD,rates,VIX,1.0469,0.8580,0.1890,0.3161,332,258
RVMD,rates,Rates,1.6233,1.5866,0.0367,0.0186,120,116
RVMD,rates,Bull-Bear,0.7422,1.1651,-0.4229,-0.7727,994,321
RVMD,rates_30y,VIX,0.2723,0.4403,-0.1681,-0.6168,332,258
RVMD,rates_30y,Rates,0.2365,0.1824,0.0541,0.0782,120,116
RVMD,rates_30y,Bull-Bear,0.3332,0.4202,-0.0870,-0.3573,994,321
RVMD,usd_strength,VIX,0.5390,-0.3988,0.9378,1.7908,332,258
RVMD,usd_strength,Rates,1.0072,0.9322,0.0750,0.0712,120,116
RVMD,usd_strength,Bull-Bear,-0.1608,0.7240,-0.8848,-1.6920,994,321
RVMD,volatility,VIX,0.0269,-0.0699,0.0968,1.5748,332,258
RVMD,volatility,Rates,-0.0834,0.0530,-0.1364,-1.5566,120,116
RVMD,volatility,Bull-Bear,-0.0720,0.1214,-0.1934,-3.5333,994,321
RVMD,momentum,VIX,0.3823,0.1249,0.2575,0.5257,332,258
RVMD,momentum,Rates,0.1487,-0.3517,0.5004,0.5455,120,116
RVMD,momentum,Bull-Bear,0.2641,0.3258,-0.0617,-0.1238,994,321
RVMD,quality,VIX,0.3814,0.4676,-0.0862,-0.0658,332,258
RVMD,quality,Rates,-0.8969,0.0499,-0.9468,-0.4354,120,116
RVMD,quality,Bull-Bear,0.3135,0.9092,-0.5957,-0.4974,994,321
RVMD,value,VIX,0.2170,1.2652,-1.0482,-1.7271,332,258
RVMD,value,Rates,-0.0435,0.2860,-0.3295,-0.2636,120,116
RVMD,value,Bull-Bear,0.3717,0.1973,0.1743,0.2707,994,321
RVMD,biotech,VIX,0.7419,1.0225,-0.2806,-0.9410,332,258
RVMD,biotech,Rates,1.5754,0.5003,1.0751,1.7751,120,116
RVMD,biotech,Bull-Bear,0.9425,1.4149,-0.4723,-1.6884,994,321
RVMD,defense,VIX,0.3250,-0.1069,0.4319,1.3359,332,258
RVMD,defense,Rates,0.0627,-0.4351,0.4979,0.7506,120,116
RVMD,defense,Bull-Bear,0.2568,0.0198,0.2370,0.7766,994,321
RVMD,growth,VIX,3.5145,0.9496,2.5649,1.7075,332,258
RVMD,growth,Rates,3.0676,5.2015,-2.1339,-0.8974,120,116
RVMD,growth,Bull-Bear,2.5115,4.1293,-1.6178,-1.2407,994,321
RVMD,lithium,VIX,0.1450,0.1592,-0.0142,-0.0728,332,258
RVMD,lithium,Rates,-0.3021,0.3793,-0.6813,-1.6839,120,116
RVMD,lithium,Bull-Bear,0.0907,0.4902,-0.3995,-1.7698,994,321
RVMD,semiconductors,VIX,0.1326,0.4769,-0.3443,-1.2855,332,258
RVMD,semiconductors,Rates,0.4597,0.3341,0.1256,0.2456,120,116
RVMD,semiconductors,Bull-Bear,0.3281,0.4304,-0.1023,-0.3832,994,321
RVMD,uranium,VIX,0.0379,0.0072,0.0308,0.1739,332,258
RVMD,uranium,Rates,0.4936,-0.3410,0.8346,2.6993,120,116
RVMD,uranium,Bull-Bear,0.0537,0.3140,-0.2603,-1.5022,994,321
RVMD,xl_consumer_defensive,VIX,-0.7929,-1.1194,0.3265,0.7288,332,258
RVMD,xl_consumer_defensive,Rates,-0.2359,-1.4006,1.1647,1.4578,120,116
RVMD,xl_consumer_defensive,Bull-Bear,-0.9693,-1.1155,0.1462,0.3669,994,321
RVMD,xl_financials,VIX,0.6868,-0.3148,1.0016,1.6500,332,258
RVMD,xl_financials,Rates,-0.3516,0.2998,-0.6514,-0.5845,120,116
RVMD,xl_financials,Bull-Bear,-0.1928,0.3780,-0.5709,-1.0038,994,321
RVMD,xl_healthcare,VIX,-0.7810,0.0398,-0.8208,-1.6536,332,258
RVMD,xl_healthcare,Rates,-1.1168,-1.0137,-0.1031,-0.1148,120,116
RVMD,xl_healthcare,Bull-Bear,-0.1982,-0.6159,0.4177,0.9192,994,321
RVMD,xl_industrials,VIX,-0.6084,0.8367,-1.4451,-2.1766,332,258
RVMD,xl_industrials,Rates,-1.1098,-2.3075,1.1977,0.9235,120,116
RVMD,xl_industrials,Bull-Bear,-0.0333,-0.7726,0.7393,1.1846,994,321
RVMD,xl_real_estate,VIX,0.4128,0.5217,-0.1090,-0.2894,332,258
RVMD,xl_real_estate,Rates,-0.7924,1.8082,-2.6006,-4.3957,120,116
RVMD,xl_real_estate,Bull-Bear,0.1502,0.6471,-0.4969,-1.4182,994,321
RVMD,xl_utilities,VIX,-0.1283,-0.4092,0.2809,0.8459,332,258
RVMD,xl_utilities,Rates,0.2423,0.5684,-0.3261,-0.5875,120,116
RVMD,xl_utilities,Bull-Bear,-0.2299,-0.1203,-0.1096,-0.3672,994,321
RVMD,china_a_shares,VIX,0.3328,-0.1743,0.5070,1.8913,332,258
RVMD,china_a_shares,Rates,-0.1118,0.5186,-0.6304,-1.2341,120,116
