symbol,n_snapshots,r2_direct,r2_+statistical,r2_total,marginal_statistical,marginal_derived,derived_share
ERIE,74,0.1801,0.1960,0.2401,0.0160,0.0441,0.1837
DDS,74,0.1797,0.2042,0.2589,0.0245,0.0547,0.2112
LAUR,71,0.1797,0.1888,0.2153,0.0091,0.0265,0.1231
PMM,74,0.1796,0.1881,0.2122,0.0084,0.0242,0.1138
NBBK,1,0.1795,0.2689,0.3675,0.0894,0.0985,0.2681
BRBR,39,0.1792,0.1916,0.2209,0.0124,0.0294,0.1329
TPC,74,0.1792,0.2018,0.2664,0.0226,0.0646,0.2425
WTM,74,0.1791,0.2061,0.2324,0.0269,0.0264,0.1135
TSN,74,0.1791,0.2213,0.2813,0.0421,0.0600,0.2134
ARRY,27,0.1791,0.2065,0.3117,0.0274,0.1052,0.3375
MVBF,74,0.1786,0.2026,0.2286,0.0240,0.0259,0.1134
CSTL,42,0.1786,0.2392,0.3530,0.0607,0.1138,0.3223
CVSA,74,0.1785,0.1966,0.2394,0.0181,0.0429,0.1790
CENTA,74,0.1783,0.1895,0.2439,0.0111,0.0544,0.2230
RZC,3,0.1783,0.1809,0.2107,0.0026,0.0298,0.1413
CGEM,24,0.1783,0.1968,0.3101,0.0185,0.1133,0.3653
NL,74,0.1781,0.1939,0.2360,0.0157,0.0422,0.1788
NHC,74,0.1781,0.2173,0.2734,0.0392,0.0560,0.2050
LCID,28,0.1780,0.2336,0.3209,0.0556,0.0873,0.2721
PKE,74,0.1780,0.2112,0.2669,0.0332,0.0557,0.2086
LYEL,19,0.1776,0.1881,0.3213,0.0105,0.1332,0.4147
DSGR,74,0.1776,0.1920,0.2178,0.0144,0.0258,0.1185
METC,71,0.1775,0.1930,0.2421,0.0154,0.0492,0.2030
VVX,74,0.1773,0.2114,0.2600,0.0341,0.0487,0.1871
PZZA,74,0.1771,0.1917,0.2227,0.0146,0.0310,0.1392
DYN,28,0.1768,0.1974,0.3245,0.0206,0.1271,0.3917
ISTR,74,0.1767,0.2090,0.2549,0.0322,0.0459,0.1802
RBBN,74,0.1767,0.1886,0.2439,0.0119,0.0553,0.2267
VLYPO,51,0.1766,0.1859,0.2307,0.0093,0.0448,0.1942
DKL,74,0.1766,0.1876,0.2253,0.0110,0.0377,0.1673
IDT,74,0.1765,0.1921,0.2404,0.0156,0.0484,0.2011
ENVX,24,0.1765,0.2087,0.2983,0.0322,0.0896,0.3004
AMCX,74,0.1764,0.2019,0.2706,0.0255,0.0687,0.2540
OSPN,74,0.1764,0.1967,0.2373,0.0203,0.0406,0.1711
MYGN,74,0.1763,0.1890,0.2602,0.0127,0.0712,0.2735
RYAN,18,0.1762,0.1925,0.2675,0.0162,0.0751,0.2806
DPZ,74,0.1761,0.1915,0.2180,0.0155,0.0265,0.1214
PRCT,16,0.1759,0.1938,0.2674,0.0180,0.0735,0.2750
CELH,74,0.1758,0.1963,0.2294,0.0205,0.0331,0.1444
ROOT,27,0.1756,0.2208,0.3075,0.0452,0.0867,0.2820
ARVN,52,0.1755,0.1939,0.3458,0.0184,0.1519,0.4392
EVGO,26,0.1754,0.2170,0.3207,0.0416,0.1037,0.3234
CLOV,31,0.1754,0.2289,0.3246,0.0535,0.0957,0.2949
AGX,74,0.1753,0.2059,0.2515,0.0306,0.0455,0.1811
RDVT,58,0.1751,0.1843,0.2155,0.0091,0.0313,0.1451
PRDO,74,0.1747,0.1928,0.2431,0.0181,0.0503,0.2069
PAHC,74,0.1747,0.1875,0.2280,0.0128,0.0405,0.1775
TKO,74,0.1747,0.1904,0.2157,0.0158,0.0253,0.1172
WS,2,0.1746,0.1958,0.2838,0.0212,0.0881,0.3103
BIIB,74,0.1745,0.1875,0.3416,0.0129,0.1541,0.4512
AEVA,35,0.1743,0.2565,0.3895,0.0821,0.1331,0.3416
KYMR,29,0.1743,0.2069,0.3563,0.0327,0.1494,0.4193
HIFS,74,0.1742,0.1960,0.2312,0.0218,0.0352,0.1524
MLAB,74,0.1741,0.1842,0.2171,0.0101,0.0329,0.1515
MUSA,74,0.1740,0.1982,0.2463,0.0242,0.0482,0.1956
HSTM,74,0.1735,0.1935,0.2420,0.0200,0.0484,0.2001
FNKO,62,0.1735,0.1881,0.2362,0.0146,0.0481,0.2037
CAVA,2,0.1735,0.2316,0.2597,0.0582,0.0281,0.1083
DSP,23,0.1734,0.2063,0.2795,0.0329,0.0731,0.2617
FMN,74,0.1732,0.1787,0.1988,0.0055,0.0200,0.1008
SLDP,20,0.1732,0.2067,0.3161,0.0335,0.1093,0.3459
LEO,74,0.1732,0.1795,0.2063,0.0063,0.0268,0.1298
AXGN,74,0.1730,0.1834,0.2223,0.0104,0.0389,0.1749
ATEC,74,0.1726,0.1870,0.2309,0.0144,0.0439,0.1901
QNST,74,0.1725,0.1867,0.2304,0.0142,0.0437,0.1896
ONDS,25,0.1725,0.2188,0.3174,0.0463,0.0986,0.3107
TRIN,24,0.1721,0.1784,0.2178,0.0064,0.0393,0.1806
NGL,74,0.1720,0.1825,0.2344,0.0105,0.0520,0.2216
PRA,74,0.1719,0.2158,0.2554,0.0439,0.0396,0.1550
CRNX,54,0.1718,0.1891,0.3053,0.0173,0.1161,0.3804
FLWS,74,0.1718,0.1876,0.2321,0.0159,0.0445,0.1916
ENPH,74,0.1716,0.2191,0.3037,0.0475,0.0847,0.2788
TIPT,74,0.1715,0.1866,0.2126,0.0151,0.0260,0.1222
HRTG,74,0.1715,0.1973,0.2211,0.0258,0.0238,0.1076
OLPX,16,0.1713,0.1897,0.2229,0.0184,0.0332,0.1490
UTHR,74,0.1712,0.1828,0.2986,0.0116,0.1158,0.3878
WLDN,74,0.1712,0.1845,0.2198,0.0134,0.0353,0.1606
TWI,74,0.1711,0.2092,0.2986,0.0381,0.0894,0.2993
RLAY,30,0.1710,0.1991,0.3628,0.0281,0.1637,0.4513
PHIN,2,0.1710,0.2453,0.3604,0.0743,0.1151,0.3194
TDS,74,0.1710,0.2041,0.2355,0.0331,0.0313,0.1331
CNDT,73,0.1709,0.2048,0.2508,0.0339,0.0460,0.1833
BLBD,74,0.1709,0.1972,0.2715,0.0263,0.0743,0.2737
CENT,74,0.1703,0.1804,0.2267,0.0101,0.0463,0.2040
WGS,26,0.1703,0.2156,0.3229,0.0454,0.1073,0.3322
ALLO,51,0.1702,0.1876,0.3332,0.0174,0.1456,0.4371
PBFS,42,0.1700,0.2137,0.2430,0.0438,0.0292,0.1203
AMSC,74,0.1696,0.1997,0.2584,0.0301,0.0587,0.2271
JSM,74,0.1696,0.1775,0.2100,0.0079,0.0325,0.1548
ANGO,74,0.1695,0.1826,0.2296,0.0131,0.0470,0.2047
UVE,74,0.1694,0.2032,0.2355,0.0338,0.0323,0.1372
OFLX,74,0.1692,0.1877,0.2162,0.0185,0.0285,0.1318
SHLS,24,0.1691,0.2083,0.3297,0.0392,0.1215,0.3684
TVTX,74,0.1690,0.1865,0.3058,0.0175,0.1193,0.3902
ECPG,74,0.1689,0.1942,0.2503,0.0253,0.0561,0.2240
CPRX,74,0.1689,0.1837,0.2669,0.0148,0.0832,0.3116
HLIT,74,0.1682,0.1796,0.2199,0.0114,0.0403,0.1832
HUT,58,0.1682,0.1928,0.2366,0.0246,0.0438,0.1852
PINE,38,0.1681,0.2070,0.2747,0.0388,0.0677,0.2466
PTON,40,0.1680,0.2615,0.3378,0.0934,0.0763,0.2259
LOPE,74,0.1680,0.1798,0.2216,0.0117,0.0418,0.1887
NUVL,18,0.1677,0.1759,0.2794,0.0082,0.1035,0.3704
UWMC,32,0.1673,0.1855,0.2698,0.0182,0.0843,0.3123
NODK,70,0.1673,0.1760,0.1921,0.0087,0.0161,0.0838
BLND,18,0.1672,0.1936,0.2590,0.0264,0.0655,0.2527
TDAY,74,0.1670,0.1897,0.2535,0.0227,0.0638,0.2517
BH,74,0.1669,0.1895,0.2177,0.0226,0.0282,0.1295
ANIP,74,0.1668,0.1833,0.2584,0.0164,0.0752,0.2909
RVMD,35,0.1666,0.1985,0.3587,0.0319,0.1602,0.4467
ENO,74,0.1664,0.1758,0.1915,0.0094,0.0158,0.0823
VUZI,74,0.1662,0.1959,0.2495,0.0297,0.0536,0.2147
TCMD,74,0.1661,0.1868,0.2362,0.0207,0.0494,0.2093
DJCO,74,0.1660,0.1725,0.1956,0.0065,0.0230,0.1178
BKD,74,0.1658,0.1856,0.2500,0.0198,0.0644,0.2576
CYRX,74,0.1655,0.2005,0.2482,0.0350,0.0478,0.1924
INVA,74,0.1652,0.1708,0.2532,0.0056,0.0824,0.3254
AFGB,33,0.1652,0.1720,0.2013,0.0068,0.0293,0.1457
CCCC,27,0.1652,0.1884,0.3005,0.0232,0.1122,0.3732
ADUS,74,0.1652,0.1768,0.2213,0.0117,0.0444,0.2008
INSW,74,0.1648,0.1870,0.2529,0.0221,0.0660,0.2608
EPC,74,0.1647,0.1914,0.2498,0.0267,0.0584,0.2337
REPL,54,0.1646,0.1914,0.2931,0.0267,0.1017,0.3470
BBIO,43,0.1646,0.1941,0.3276,0.0295,0.1335,0.4076
NBIX,74,0.1646,0.1901,0.3373,0.0256,0.1471,0.4362
ALNY,74,0.1642,0.1926,0.3577,0.0284,0.1651,0.4615
OIA,74,0.1641,0.1716,0.2041,0.0075,0.0325,0.1593
UNTY,74,0.1638,0.1875,0.2278,0.0236,0.0403,0.1771
CHD,74,0.1638,0.2062,0.4303,0.0424,0.2241,0.5208
FPI,74,0.1636,0.1845,0.2252,0.0209,0.0407,0.1808
ATLC,74,0.1634,0.1734,0.2098,0.0100,0.0363,0.1733
CHMG,74,0.1633,0.1832,0.2167,0.0199,0.0335,0.1546
AGL,21,0.1628,0.1995,0.2954,0.0366,0.0959,0.3247
CRDO,12,0.1625,0.1770,0.2214,0.0144,0.0444,0.2005
ASTH,74,0.1623,0.1782,0.2019,0.0159,0.0237,0.1172
WLFC,74,0.1623,0.1825,0.2250,0.0202,0.0425,0.1889
GCMG,47,0.1621,0.1783,0.1960,0.0162,0.0176,0.0900
LE,74,0.1620,0.1849,0.2306,0.0229,0.0456,0.1979
ATOM,74,0.1617,0.1972,0.2601,0.0355,0.0629,0.2419
AGNCL,4,0.1617,0.1877,0.2270,0.0260,0.0393,0.1732
COKE,74,0.1616,0.1718,0.2281,0.0103,0.0563,0.2468
HUYA,56,0.1615,0.1985,0.3999,0.0369,0.2014,0.5037
MUA,74,0.1614,0.1693,0.1950,0.0079,0.0258,0.1322
NATH,74,0.1611,0.1851,0.2282,0.0240,0.0431,0.1890
GEO,74,0.1610,0.1859,0.2491,0.0249,0.0633,0.2539
GRPN,74,0.1609,0.1763,0.2311,0.0154,0.0548,0.2371
SAM,74,0.1608,0.1785,0.2101,0.0176,0.0316,0.1504
HIMS,40,0.1608,0.2027,0.2681,0.0419,0.0654,0.2440
NREF,35,0.1607,0.1766,0.1942,0.0159,0.0176,0.0904
TBRG,74,0.1601,0.1750,0.2191,0.0150,0.0441,0.2013
IPSC,19,0.1599,0.1749,0.2419,0.0150,0.0670,0.2770
NAUT,29,0.1597,0.1815,0.2937,0.0218,0.1122,0.3820
DLTR,74,0.1596,0.1762,0.2261,0.0166,0.0499,0.2207
MARA,74,0.1595,0.1848,0.2389,0.0253,0.0541,0.2266
ATMU,2,0.1594,0.1956,0.2715,0.0361,0.0759,0.2796
PSTL,44,0.1594,0.1642,0.2143,0.0048,0.0501,0.2336
RCUS,58,0.1591,0.1796,0.2856,0.0205,0.1060,0.3711
SRPT,74,0.1591,0.1698,0.2923,0.0108,0.1224,0.4189
PRTA,74,0.1589,0.1799,0.2938,0.0210,0.1139,0.3877
MAX,27,0.1589,0.1791,0.2164,0.0202,0.0374,0.1726
DSGN,22,0.1585,0.1754,0.2356,0.0170,0.0602,0.2554
EVC,74,0.1581,0.1914,0.2363,0.0333,0.0449,0.1902
CDRE,14,0.1575,0.1633,0.2251,0.0058,0.0617,0.2744
PCG,74,0.1575,0.1683,0.2317,0.0108,0.0635,0.2738
BFC,74,0.1573,0.1729,0.2115,0.0155,0.0386,0.1824
BBBY,74,0.1573,0.1914,0.2470,0.0341,0.0556,0.2253
ONIT,74,0.1571,0.1759,0.2299,0.0188,0.0540,0.2350
ERAS,18,0.1571,0.1693,0.3203,0.0122,0.1510,0.4715
PRME,3,0.1568,0.1782,0.3082,0.0215,0.1300,0.4218
FMAO,74,0.1565,0.1872,0.2163,0.0306,0.0291,0.1346
MSGE,2,0.1564,0.1664,0.2234,0.0101,0.0570,0.2551
PDLB,63,0.1562,0.1769,0.2049,0.0207,0.0280,0.1367
JANX,19,0.1562,0.1644,0.2466,0.0081,0.0822,0.3335
ASPN,74,0.1559,0.1678,0.2271,0.0119,0.0593,0.2611
IRWD,74,0.1558,0.1687,0.2773,0.0129,0.1086,0.3917
CLMT,74,0.1556,0.1639,0.2086,0.0083,0.0447,0.2141
ASBA,2,0.1556,0.1730,0.2147,0.0174,0.0417,0.1944
NSSC,74,0.1555,0.1656,0.1941,0.0101,0.0285,0.1468
UVV,74,0.1555,0.2073,0.2647,0.0518,0.0574,0.2169
EOSE,26,0.1553,0.1834,0.2206,0.0281,0.0372,0.1687
XMTR,19,0.1552,0.1791,0.2392,0.0239,0.0601,0.2514
ADAML,19,0.1546,0.1611,0.1661,0.0064,0.0050,0.0301
ALCO,74,0.1543,0.1681,0.2108,0.0138,0.0427,0.2027
GUT,74,0.1541,0.1586,0.2018,0.0045,0.0432,0.2139
RMNI,74,0.1540,0.1624,0.1857,0.0084,0.0233,0.1254
IMXI,70,0.1538,0.1619,0.1819,0.0082,0.0200,0.1099
LXU,74,0.1537,0.1791,0.2485,0.0253,0.0694,0.2794
SPH,74,0.1537,0.1750,0.2090,0.0213,0.0340,0.1626
WEYS,74,0.1536,0.1766,0.1965,0.0230,0.0199,0.1012
PACK,58,0.1536,0.1692,0.2154,0.0157,0.0462,0.2144
MYFW,54,0.1533,0.1846,0.2077,0.0313,0.0232,0.1115
SPCE,63,0.1533,0.1840,0.2641,0.0307,0.0801,0.3033
RILYN,40,0.1532,0.1623,0.1825,0.0091,0.0202,0.1107
SFIX,62,0.1530,0.1715,0.2409,0.0185,0.0693,0.2879
DAKT,74,0.1527,0.1767,0.2131,0.0239,0.0364,0.1708
AGNCN,65,0.1527,0.1571,0.1936,0.0044,0.0365,0.1885
ATEX,74,0.1525,0.1570,0.1797,0.0045,0.0227,0.1263
VKTX,74,0.1518,0.1742,0.2842,0.0224,0.1100,0.3871
RYAM,74,0.1516,0.1742,0.2258,0.0226,0.0516,0.2286
USNA,74,0.1514,0.1616,0.1914,0.0102,0.0298,0.1559
NXP,74,0.1511,0.1610,0.1899,0.0099,0.0289,0.1520
ALHC,22,0.1511,0.1675,0.2360,0.0164,0.0686,0.2905
TDUP,22,0.1508,0.1824,0.2502,0.0316,0.0678,0.2711
AMPH,74,0.1507,0.1630,0.2411,0.0122,0.0781,0.3240
SENEA,74,0.1504,0.1657,0.2016,0.0152,0.0360,0.1784
QDEL,74,0.1502,0.1934,0.2937,0.0432,0.1003,0.3416
NBN,74,0.1499,0.1822,0.2201,0.0323,0.0379,0.1723
NWFL,74,0.1497,0.1880,0.2170,0.0383,0.0290,0.1335
KMPB,10,0.1497,0.1605,0.2251,0.0108,0.0646,0.2868
CHSCO,74,0.1496,0.1600,0.1980,0.0104,0.0381,0.1922
NATR,74,0.1492,0.1606,0.1924,0.0114,0.0318,0.1654
KOPN,74,0.1491,0.1787,0.2472,0.0296,0.0685,0.2770
AMRX,56,0.1491,0.1685,0.2472,0.0195,0.0787,0.3183
HIPO,24,0.1490,0.1804,0.2402,0.0314,0.0598,0.2490
DHCNI,74,0.1486,0.1643,0.2031,0.0157,0.0388,0.1909
SHC,26,0.1481,0.1759,0.2311,0.0278,0.0552,0.2387
BW,74,0.1480,0.1641,0.2200,0.0161,0.0559,0.2540
FCEL,74,0.1480,0.1859,0.2634,0.0379,0.0775,0.2942
MLP,74,0.1474,0.1576,0.1901,0.0102,0.0324,0.1707
KURA,74,0.1472,0.1674,0.2812,0.0202,0.1138,0.4047
FTK,74,0.1470,0.1612,0.1850,0.0142,0.0238,0.1285
OOMA,74,0.1467,0.1531,0.1870,0.0063,0.0339,0.1813
AMC,74,0.1461,0.1619,0.2077,0.0157,0.0458,0.2207
APOS,2,0.1459,0.1467,0.2104,0.0008,0.0637,0.3029
OPK,74,0.1457,0.1595,0.2575,0.0138,0.0980,0.3805
SUPN,74,0.1454,0.1509,0.2493,0.0056,0.0983,0.3945
NUVB,29,0.1453,0.1606,0.2567,0.0153,0.0961,0.3743
NC,74,0.1452,0.1624,0.1986,0.0173,0.0361,0.1820
ADAMM,39,0.1448,0.1546,0.1902,0.0098,0.0356,0.1872
MEC,44,0.1442,0.1751,0.2329,0.0309,0.0578,0.2483
ARTNA,74,0.1441,0.1719,0.2315,0.0278,0.0596,0.2574
NRIX,30,0.1439,0.1628,0.3149,0.0189,0.1521,0.4831
VNDA,74,0.1431,0.1547,0.2598,0.0116,0.1051,0.4046
VEL,36,0.1430,0.1521,0.1876,0.0091,0.0355,0.1893
ATLCP,19,0.1429,0.1527,0.1965,0.0097,0.0439,0.2232
KOD,51,0.1429,0.1732,0.2715,0.0303,0.0983,0.3620
ESQ,67,0.1429,0.1701,0.1929,0.0272,0.0228,0.1181
NCMI,74,0.1428,0.1678,0.2295,0.0250,0.0617,0.2689
HCI,74,0.1427,0.1654,0.1887,0.0227,0.0234,0.1238
